Webwork Section,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,,_O65FgSP56NKFxkIMP6nau,,,,,,Link to 7. BA-Quadratics: determine vertex from equation in vertex form,
#N/A,,_dpvqCOGL5uzNfMaomze8U,,,,HWI 5.6: Quadratics part 2,,,
#N/A,,_0gBBEVMG7WwFR3NhobuHN,,,,,from BA-Quadratics,,
#N/A,,_ywKnrmN7GJim7Wla7y98l,,,,,,Link to 8. BA-Quadratics: find the maximum of a function,
#N/A,,_fSV0Z8KJupE0Zvmw6CRgT,,,,,,Link to 9. BA-Quadratics: find the minimum of a function,
#N/A,,_ctfprENBx0iGtamEGHKpR,,,,HWI 5.7: Completing the square,,,
#N/A,,_8qq90IS790UNswfzrAPtE,,,,,from BA-Quadratics,,
#N/A,,_0FqR2SATn65x6XRqo88b3,,,,,,Link to 19. BA-Quadratics: What is the constant k required to form a perfect square?,
#N/A,,_KSX090Qz9ZNyPq0NOZRTs,,,,,from TR-Conics,,
#N/A,,_LbLt7LeLLcHmTSeNNmLna,,,,,,Link to 21. TR-Conics: complete the square to find center and radius of a circle,
#N/A,,_4pRk3BprGmXAebVNaGURA,,,,HWI 5.9: the Equation of a Circle,,,
#N/A,,_asPNAAFC6Ox3DQeXbgX8k,,,,,sequence,,
#N/A,,_MDWV70e29kwiJF1UsEW8D,,,,,,from TR-Conics,
#N/A,,_t4OzhmJOV6qEUmgZC6NSD,,,,,,,"Link to 2. TR-Conics: Given the graph of a circle, determine h,k,r"
#N/A,,_WuZNjlpMvZ3tuIDGtthDu,,,,,,from TR-Conics,
#N/A,,_B8Pfx36CnwfDqynCvYvZ1,,,,,,,"Link to 1. TR-Conics: Given equation of a circle in standard form, find center and radius"
#N/A,,_TFQX1gEIxY53NHh7pNbwB,,,,HWI 6.1: Evaluating logarithms,,,
#N/A,,_tmcZNJRoGetJKPXBQi66P,,,,,select 3 without replacement,,
#N/A,,_fcIKplNGIyIkOZWFPO7aM,,,,,,from BA-ExpLog,
#N/A,,_wZQPNhrvPmYXQm3ZRy9Cr,,,,,,,Link to 1. BA-ExpLog: Evaluate base-10 logarithms
#N/A,,_AOdktjP4wgKEH5OSGG6WV,,,,,,,Link to 3. BA-ExpLog: Evaluate base-10 log of fraction
#N/A,,_JYtwpn5DCIzCh3ASSzrPK,,,,,,,"Link to 23. BA-ExpLog: log base-10 of a fraction, powers of 10"
#N/A,,_9M7qN0WhQCWPM6QOztbbm,,,,,,,Link to 24. BA-ExpLog: log base-10 of 10^n
#N/A,,_5b2yeq0BfcUoObJs2Q8w0,,,,,,,Link to 26. BA-ExpLog: Simplify the sum of two logarithms using properties
#N/A,,_vr4BfuqSU2wqjcjuTlhWE,,,,,,,Link to 31. BA-ExpLog: log base 10 of a decimal fraction
#N/A,,_UkQ5g1cVo3HGKLfXkNHtK,,,,,,,Link to 38. BA-ExpLog: log_10 x = -m
#N/A,,_SVYLoM5KGyCNChK37Ydly,,,,HWI 6.4: Continuously compounding interest,,,
#N/A,,_SqomhoQf57gNYbORfe6RT,,,,,from BA-ExpLog,,
#N/A,,_kgRT68r6I2gk4Ciyuctxb,,,,,,"Link to 9. BA-ExpLog: Solve for A given P,r,t",
#N/A,,_N31xEgEt1oUmfQVJUc9c0,,,,,,"Link to 10. BA-ExpLog: Solve for t given A, P, r",
#N/A,,_U7A9BZqjhgkzaIPXD02QU,,,,,,"Link to 11. BA-ExpLog: Solve for P given A, r, t",
#N/A,,_VxBP0Ld3qodzBpGRtaJJb,,,,,,"Link to 43. BA-ExpLog: Solve for r given A,P,t",
#N/A,,_10eG2kNyNqCS2BcKA9p6j,,,,HWI 6.5: Radioactive decay,,,
#N/A,,_J4Xu34a2ODiq2vhqQqrLl,,,,,from BA-ExpLog,,
#N/A,,_ySOXX48gMQDNvMYBjIfbR,,,,,,"Link to 47. BA-ExpLog: Radioactive decay, determine final amount after t years",
#N/A,,_hBGzAgeCqzrSSJRR9R1sy,,,,,,"Link to 48. BA-ExpLog: Radioactive decay, determine half-life",
#N/A,,_79Qq3RQZztJUAwAJXAEk8,,,,,,"Link to 49. BA-ExpLog: Radioactive decay, determine time to final amount",
#N/A,,_lR1m0CA3ybvaBApcD8Pe6,,,HWM - Intermediate,,,,
#N/A,,_cjH0CySkdxVxjal1bB8JI,,,,HWM 4.8: Parallel and Perpendicular Lines,,,
#N/A,,_c1ICDEldSJu1tSBytpLKA,,,,,from BA-Lines,,
#N/A,,_nlus2RwWPEKJjY2uQtmtu,,,,,,Link to 9: BA-Lines - find value of k that makes two lines parallel,
#N/A,,_247noS8Tc5flxb7Y7I9u9,,,,,,Link to 11: BA-Lines - find equation given parallel line and through-point,
#N/A,,_yKMpL6MTgF6u0KFMjBLTi,,,,,,Link to 14: BA-Lines - find value of k s.t. two lines are perpendicular,
#N/A,,_pN3Ezl4sbgTRwRWtQBP11,,,,,,Link to 16: BA-Lines - Find equation given through-point and perpendicular line,
#N/A,,_VlEP88DYyJobWgiV2j4DM,,,,HWM 1.9: Simplify rational exponents,,,
#N/A,,_ijqI6BwAzBs2MkmSoGaOp,,,,,1. BA-ExpLog #16,,
#N/A,,_SgZ48jG8XbW53byYpJE8L,,,,,2. BA-ExpLog #17,,
#N/A,,_XTAOis3e6mPSXgbqKwaAl,,,,,3. BA-ExpLog #18,,
#N/A,,_375dNJWpNQaDfY0SJL6cd,,,,,4. BA-ExpLog #19,,
#N/A,,_mRU6SHJQwEHUXhSS6AElZ,,,,,5. BA-ExpLog #20,,
#N/A,,_km5HZ7y6wkiXeUbEHqKk0,,,,,6. BA-ExpLog #21,,
#N/A,,_nOq1sQ9Naq4wJfwA0UclV,,,,HWM 2.4: Geometric sequences,,,
#N/A,,_dQSwW9UrxauxESo8IOu24,,,,,Ba-Seq #2,,
#N/A,,_x6iM2KvowFAnnHjOqKpNv,,,,,,"Link to 2: BA-Seq - given 2 pts of geometric sequence, find explicit formula",
#N/A,,_XHrfZSigeZZnteKw8GvFP,,,,,"TR-Series #29, 30",,
#N/A,,_y3i7vuDxC42EHS6ucelF9,,,,,,"Link to 29. TR-Series: given two terms in a geometric sequence, find the common ratio",
#N/A,,_PEVgzUHM5eYk3vg7oSiNc,,,,,,"Link to 30. TR-Series: Given two terms in a geometric sequence, find the nth term",
#N/A,,_oqSJuUraPYDLIvhmNTlLv,,,,HWM 3.4: Find the inverse of a given function,,,
#N/A,,_Sh3YPz9qZzuhOmdVqsIDU,,,,,"Ba-Fns #42, 43, 46, 47",,
#N/A,,_9bXOFgErZzYfVcxC8MKRz,,,,,,Link to 42. BA-Functions - compute inverse of a linear function,
#N/A,,_a0EoFXJEL2vxPJcHY4iTT,,,,,,Link to 43. BA-Functions - inverse of a rational function,
#N/A,,_8lno4E5euALiFmIZiStjy,,,,,,Link to 46. BA-Functions - inverse of a square root function,
#N/A,,_usIQegjz12utWCVcBRwFp,,,,,,Link to 47. BA-Functions - inverse of a square root function,
#N/A,,_pqvrVpVqJJpmVYWhWyYPb,,,,HWM 3.7: Composition of Functions,,,
#N/A,,_ynxyYuaGXbvJFIIEY256O,,,,,"BA-Fns #26, 48",,
#N/A,,_1o88v31d4XCSvY7ttua3R,,,,,,Link to 26: BA-Functions - sum of two functions evaluated at distinct inputs,
#N/A,,_9lnqImahkyuoHnsdN4rq0,,,,,,Link to 48. BA-Fns: function composition evaluated at given input,
#N/A,,_96gJ4jJob89WqhuEM6WNJ,,,,HWM 3.3: Domain and Range,,,
#N/A,,_IdMReaz5mf2B88oZ5KwzQ,,,,,BA-Fns #35-38,,
#N/A,,_M5be9pegCHOYonAXr90IM,,,,,,Link to 35. BA-Functions - domain of a half-circle,
#N/A,,_HuubrEZJE6oRH5Of3O9CI,,,,,,Link to 36. BA-Functions - range of a half-circle,
#N/A,,_TrEf5BqilgD5qVFbActdP,,,,,,Link to 37. BA-Functions - domain of a parabola,
#N/A,,_OW2IJknIKBGbOhy8imQDj,,,,,,Link to 38. BA-Functions - range of a parabola,
#N/A,,_lYK3f2N99Pq7TWx92Aqsi,,,,,BA-Fns #6-10,,
#N/A,,_rLDimHLGgAyoPWJSUlCfU,,,,,,"Link to 6. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,,_DgUGqF7HQ1XGtuaBH59hu,,,,,,"Link to 7. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,,_HRAxIDX4FeSt1kQYsHclg,,,,,,"Link to 8. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,,_wduIUCYwGWA6T8eaxmUZo,,,,,,"Link to 9. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,,_J8sppIx4bpu84RiSNXnMq,,,,,,"Link to 10. BA-Functions - domain of rational fn, sqrt in denominator",
#N/A,,_dXf9rp8x6e7cfFWQ2yotM,,,,HWM 5.6: Optimization using Parabolas,,,
#N/A,,_34ESgJJli9tH4RpMGJyCu,,,,,"BA-Quadratics #15, 16",,
#N/A,,_0CYOVanRisA3HL0Hdep2C,,,,,,Link to 15. BA-Quadratics: parabola optimization - ball thrown upward,
#N/A,,_pqAg0oXaUnkKr6C0CkTVq,,,,,,Link to 16. BA-Quadratics: parabola optimization - maximize profit,
#N/A,,_jL5dfbCMai3rP4s0vOUML,,,,HWM 6.6: Newton's Law of Cooling,,,
#N/A,,_xnohgai28oxKJfRO1Dt4h,,,,,BA-ExpLog #50,,
#N/A,,_mZI7Ub9DGw60sUvsIiXkD,,,,,,Link to 50. BA-ExpLog: Newton's Law of Cooling,
#N/A,,_NIq9lhWNTMWQvEJmMyIvO,,,,HWM 5.7: Completing the square,,,
#N/A,,_v1kit2Qgta0GQ2D9b13dq,,,,,BA-Quadratics #19,,
#N/A,,_GL7sapDSubyo0Eb4Fta2y,,,,,,Link to 19. BA-Quadratics: What is the constant k required to form a perfect square?,
#N/A,,_juNYuMwTK6qxdmfJYDJqp,,,,,,Link to 21: BA-Quadratics - determine value of k to complete the square (vB),
#N/A,,_fHokApQCIsWWxOAjLeTso,,,,,,Link to 22: BA-Quadratics - determine value of k to complete the square (vC),
#N/A,,_fcI9vSitkaDordJbg5Qj7,,,,HWM 6.3: Simplify exponential and logarithmic expressions,,,
#N/A,,_fLwEvk5RA6zQbib6pnjs0,,,,,"BA-ExpLog 27-30, 33, 37, 3-6, 12",,
#N/A,,_kwovarQXGDx5TkmQG3zzn,,,,,,Link to 3. BA-ExpLog: Evaluate base-10 log of fraction,
#N/A,,_EJ3DBssuveqrksBy2ETV9,,,,,,Link to 4. BA-ExpLog: Simplify using properties of logs to solve for x,
#N/A,,_Vn4oABVVsKxfHePP2j8US,,,,,,Link to 5. BA-ExpLog: Evaluate log of a fraction with arbitrary base,
#N/A,,_AgxKRyuws9dAjqat99H5M,,,,,,Link to 6: BA-ExpLog - given alog(b) = log(x) find x,
#N/A,,_jFy9ID3D3kM2jm7rEJs7V,,,,,,Link to 12. BA-ExpLog: Unsightly rational expression raised to the power 0,
#N/A,,_TcrBucslV4PS35pmGPFn5,,,,,,Link to 27. BA-ExpLog: Simplify a difference of logarithmic terms using properties,
#N/A,,_AlLxo8YStbwUQQfghRyDa,,,,,,Link to 28. BA-ExpLog: Simplify a fraction * logarithmic term using properties (81),
#N/A,,_I3MpfLDKrmDXp8KW2vYln,,,,,,Link to 29. BA-ExpLog: Simplify a fraction * logarithmic term using properties (32),
#N/A,,_xxaULMd7VIBt7N4yKxsFr,,,,,,Link to 30. BA-ExpLog: Simplify a fraction * logarithmic term using properties (64),
#N/A,,_bKBMn6GhRs4cKiqyCuxDj,,,,,,Link to 33. BA-ExpLog: Simplify an expression of the form log_x x^a,
#N/A,,_9h9DLDMCxCVgDbDdQDWZZ,,,,,,"Link to 37. BA-ExpLog: Solve for x, given 10^x = a",
#N/A,,_PLRt9AmFeZS4L8w1Vi8zE,,,HWV - Advanced,,,,
#N/A,,_wYErEwo8Eq7pb8Pk5X7wR,,,,HWV 3.3 - Find the domain of a function,,,
#N/A,,_JlPoag8fl3ExfyZDdNfgS,,,,,BA-Basics #39,,
#N/A,,_YWMRA1XWTy5Dyg4n0DXxc,,,,,,Link to 39. BA-Fns: Mult-choice find domain,
#N/A,,_BlvS19HXb22lSpcWqPWLn,,,,HWV 3.6 - Find inverse of a rational function,,,
#N/A,,_SqGvhLVK9wApfGIZLO6sG,,,,,BA-Fns #40,,
#N/A,,_UXMTKDtjhVMWt0FUj6UhZ,,,,,,Link to 40. BA-Fns: Mult-choice find inverse,
#N/A,,_EslRWT5sSwDZDTk5eRQ6m,,,,HWV 3.7 - Function composition,,,
#N/A,,_fkiV3Fso7Yfcf8XChQ7yp,,,,,BA-Fns #41,,
#N/A,,_77pwDm691EWuiWHAcfsRe,,,,,,Link to 41. BA-Fns: Mult-choice function composition,
#N/A,,_K8YN8sRfIz8n37ZKyobsb,,,,HWV 3.8 - Piecewise-defined functions,,,
#N/A,,_OFNlOzcWy5WdeUyAbkztW,,,,,"from BA-Fns #49, 50",,
#N/A,,_XzYcMy0Z0IVSkopVIv8fi,,,,,,Link to 49. BA-Fns: Evaluate a piecewise fn at 3 given inputs,
#N/A,,_B7UjY7669pNA703Yurlyd,,,,,,Link to 50. BA-Fns: Evaluate a piecewise fn at 3 given inputs,
#N/A,,_AG2I9ZIqq0XpWeDq42Is8,,MA1151 Assignments,,,,,
#N/A,,_DUx7Zeer5xqfWJED3mYW3,,,HWI - Introductory,,,,
#N/A,,_47dVSrUCs46DVwo7YHAuZ,,,,HWI - 1.1 Right triangles,,,
#N/A,,_ts6FmQ7xOMhN3fI1hrDah,,,,,select 4 without replacement,,
#N/A,,_KwY7Hd92UBeBlbDNg3NJx,,,,,,from TR-Triangles,
#N/A,,_ELAEObbgeFtTfzBXZRaJI,,,,,,,"Link to 1. TR-Triangles: right triangle - find A, B, b"
#N/A,,_wi38VY1phojPBK2rHw8Va,,,,,,,"Link to 2. TR-Triangles: right triangle - find A,B,c"
#N/A,,_N4cvQfTTkk58XGYy1cMMr,,,,,,,"Link to 3. TR-Triangles: right triangle - find A,B,a"
#N/A,,_Ei0KoT6qapCOm6KpVhTeS,,,,,,,"Link to 4. TR-Triangles: right triangle - find a,b,B"
#N/A,,_cacJYIsqEaVB4ogLMTYf8,,,,,,,"Link to 5. TR-Triangles: right triangle - find a,c,B"
#N/A,,_jlbjp8qX4zZ1tqTSzj7FU,,,,,,,"Link to 6. TR-Triangles: right triangle - find b,c,B"
#N/A,,_nH6pwWC3i1npbAnizxqxR,,,,,,,"Link to 7. TR-Triangles: right triangle - find b,c,A"
#N/A,,_xgzRNqxefEJ0a7OrsTEVZ,,,,,,,"Link to 8. TR-Triangles: right triangle - find a,c,A"
#N/A,,_6ufQdRZb26lcasXGf3hrx,,,,,,,"Link to 9. TR-Triangles: right triangle - find a,b,A"
#N/A,,_NcajAOZ9WIAZovEwmtIlA,,,,HWI - 1.5 Large and negative angles,,,
#N/A,,_c7KD88OmPfYzRc3Q6RfKc,,,,,select 3 without replacement,,
#N/A,,_P2B0sZwokk0xTTn0Pz0jl,,,,,,from TR-Basics,
#N/A,,_6alDxPyfcgwBTqzKMyK7Z,,,,,,,Link to 36. TR-Basics - sin of a large or neg angle in radians
#N/A,,_gjtvxqJvYNgUpS837OiAR,,,,,,,Link to 37. TR-Basics - sin of a large or neg angle in radians
#N/A,,_baFxCxYo5TZjTpXUTx5uP,,,,,,,Link to 38. TR-Basics - sin of a large or neg angle in radians
#N/A,,_JwR52TewYdidiXhgzTsYR,,,,,,,Link to 39. TR-Basics - sin of a large or neg angle in radians
#N/A,,_diZvcmsy8bx8717EWEr58,,,,,,,Link to 40. TR-Basics - sin of a large or neg angle in radians
#N/A,,_GGTyaJC1dpa3pnJZ4LZQ3,,,,,select 3 without replacement,,
#N/A,,_xsZIuV7N4d3FhwXQQ2gxK,,,,,,from TR-Basics,
#N/A,,_JunwSA5lzOpiYphFvGNcj,,,,,,,Link to 41. TR-Basics - cos of a large or neg angle in radians
#N/A,,_hg9qczypd1ErRdBVTnPBY,,,,,,,Link to 42. TR-Basics - cos of a large or neg angle in radians
#N/A,,_2qxMleO43DFKGthAYoRGP,,,,,,,Link to 43. TR-Basics - cos of a large or neg angle in radians
#N/A,,_PJRlcCFmYQziMTZlAqFFm,,,,,,,Link to 44. TR-Basics - cos of a large or neg angle in radians
#N/A,,_5LUmyXPsnIGQHdRYVyhvP,,,,,,,Link to 45. TR-Basics - cos of a large or neg angle in radians
#N/A,,_ecBgUfKAdEcunQiRCACOb,,,,,from TR-Basics,,
#N/A,,_KbwsWf10Zayby1FGAHtGz,,,,,,Link to 46. TR-Basics - sin of a large or neg angle in degrees,
#N/A,,_dVgZ7Ecl2DZUAmCK3mpF2,,,,,,Link to 47. TR-Basics - sin of a large or neg angle in degrees,
#N/A,,_lq1IR1FTgr88OzXBBA0zl,,,,,,Link to 48. TR-Basics - cos of a large or neg angle in degrees,
#N/A,,_UU0bqKKH1vlXNJGRXtBya,,,,,,Link to 49. TR-Basics - cos of a large or neg angle in degrees,
#N/A,,_E3HvS6vquHLRaRBqtZW7N,,,,HWI - 1.6A Find sin or cos Part 1,,,
#N/A,,_LlVdOYrJ3nHicPlJksuSn,,,,,from TR-Basics,,
#N/A,,_BiVNG9gfqwfSGmQlHuKUP,,,,,,"Link to 54. TR-Basics - given sin of angle in quad I, find cos",
#N/A,,_FoduI1G0cI7P4ewec4VF8,,,,,,"Link to 57. TR-Basics - given sin of angle in quad IV, find cos",
#N/A,,_hUPHuTVio46In71d4H3vM,,,,,,"Link to 59. TR-Basics - given cos of angle in quad II, find sin",
#N/A,,_eCjBgv9bBWt0YiNiaqpRA,,,,,,"Link to 60. TR-Basics - given cos of angle in quad III, find sin",
#N/A,,_YMaqp86iWwdfIrhiGAtz8,,,,,,"Link to 64. TR-Basics - given cos theta and range of theta Q3, find sin",
#N/A,,_MK4KgQAudSPuRRV8Us17B,,,,,,"Link to 65. TR-Basics - given cos theta and range of theta Q2, find sin",
#N/A,,_XWOTz7wQibCpIGNVmUSWq,,,,,,"Link to 67. TR-Basics - given sin theta and range of theta Q4, find cos",
#N/A,,_IWzWOI7krqEfpl3NhISUf,,,,,,"Link to 70. TR-Basics - given sin theta and range of theta Q1, find cos",
#N/A,,_KptSWA6ompoZUhNOcLBXO,,,,HWI - 1.6B Find sin or cos Part 2,,,
#N/A,,_LjFTPtyGlbFt4x5BFfZCs,,,,,from TR-Basics,,
#N/A,,_ekToFZAeLJlXNITVgxxR4,,,,,,"Link to 55. TR-Basics - given sin of angle in quad II, find cos",
#N/A,,_qvvR5O3JUkpN5QbnPjgUK,,,,,,"Link to 56. TR-Basics - given sin of angle in quad III, find cos",
#N/A,,_4Cl5QPhFeU0YsYfxAREDI,,,,,,"Link to 58. TR-Basics - given cos of angle in quad I, find sin",
#N/A,,_GmXjaiXBTJRTpSzv5e15R,,,,,,"Link to 61. TR-Basics - given cos of angle in quad IV, find sin",
#N/A,,_s315HOrpL5ScuWNOvznhq,,,,,,"Link to 63. TR-Basics - given cos theta and range of theta Q4, find sin",
#N/A,,_x6gtoG6Yo7oplX3nvYPnx,,,,,,"Link to 66. TR-Basics - given cos theta and range of theta Q1, find sin",
#N/A,,_bmieZQFYsWmUrDWjwpEOd,,,,,,"Link to 68. TR-Basics - given sin theta and range of theta Q3, find cos",
#N/A,,_ivQBYjl10Gy7kYDJvfYJ5,,,,,,"Link to 69. TR-Basics - given sin theta and range of theta Q2, find cos",
#N/A,,_EZq3Dy6cWc0ePfBRs2feg,,,,"HWI - 1.7A Given tan, sin or cos",,,
#N/A,,_Z20KaoH4fMuBgbD64V1B3,,,,,select 2 without replacement,,
#N/A,,_rhIFqTB7kHRyFeIjz5Iea,,,,,,from TR-Basics,
#N/A,,_biT873DOlgGoutMBJhY3R,,,,,,,"Link to 71. TR-Basics - given tan theta and Quad I, find sin and cos"
#N/A,,_TYlSExy5PbGoHymw5YiEY,,,,,,,"Link to 72. TR-Basics - given tan theta and Quad II, find sin and cos"
#N/A,,_rkRdmkVNYxbIVboFo25aP,,,,,,,"Link to 73. TR-Basics - given tan theta and Quad III, find sin and cos"
#N/A,,_br9Z3TC3Tsec8cmtLGl9v,,,,,,,Link to 74. TR-Basics - given tan theta and Quad IV find sin and cos
#N/A,,_iYDQcOj3yreE12hxFe6DI,,,,,select 2 without replacement,,
#N/A,,_4wAsVwn4IHrxLliXB9y1e,,,,,,from TR-Basics #79-86,
#N/A,,_lX8SFkfgG7MpFwUK7NchG,,,,,,,"Link to 79. TR-Basics - given cos theta and range Q4, find all other ratios"
#N/A,,_4LzE6vmWjvvHBFRheoeKN,,,,,,,"Link to 80. TR-Basics - given cos theta and range Q2, find other ratios"
#N/A,,_wPBxf7TiYsNeEItStC8gO,,,,,,,"Link to 81. TR-Basics - given cos theta and range Q3, find other ratios"
#N/A,,_ZfjpUCa8V4JCXqmUFo1M3,,,,,,,"Link to 82. TR-Basics - given cos theta and range Q1, find other ratios"
#N/A,,_6q783WEY5ZxRyp73L6EUY,,,,,,,"Link to 83. TR-Basics - given sin theta and range Q1, find other ratios"
#N/A,,_wru6gqA7MT6X9B7NQizvz,,,,,,,"Link to 84. TR-Basics - given sin theta and range Q2, find other ratios"
#N/A,,_fFdKuf5jkjucLHCkBGfzM,,,,,,,"Link to 85. TR-Basics - given sin theta and range Q3, find other ratios"
#N/A,,_4y5AcVLijy9G9vovrnU2X,,,,,,,"Link to 86. TR-Basics - given sin theta and range Q4, find other ratios"
#N/A,,_Dcrd303sQxEUsnigsjB5k,,,,HWI - 3.1A arcsin and arccos in degrees,,,
#N/A,,_ZZjaXZ30qL8IC5naC9wKQ,,,,,3.1A-1,,
#N/A,,_NA4vMRbbaTwEFYpvCRtJt,,,,,3.1A-2,,
#N/A,,_DpAe1i458L7u1ss4IptnY,,,,,3.1A-3,,
#N/A,,_HQ8Uit0KI4AjrF0Kf6rgW,,,,,3.1A-4,,
#N/A,,_JXNZHinFhIGar0P7eTpjn,,,,,3.1A-5,,
#N/A,,_Hk8jAQNOwYZITVMDplIAy,,,,,3.1A-6,,
#N/A,,_TUx3j5dHwvGrc62Lyuitq,,,,,3.1A-7,,
#N/A,,_e3VT3gXNVOIcRQu4wqTDU,,,,,3.1A-8,,
#N/A,,_ndN5ZjTJrRz2BShTlnza3,,,,HWI - 3.1B arcsin and arccos in radians,,,
#N/A,,_lksihkqP8MtuPvStBudPk,,,,,3.1B-1,,
#N/A,,_QUOygeF2LGqLgEY1ZCv74,,,,,3.1B-2,,
#N/A,,_bQnutgbiNIG98QK6vfLbJ,,,,,3.1B-3,,
#N/A,,_4O5Wl31BfJlMJprVZDOiE,,,,,3.1B-4,,
#N/A,,_3y7k2cYEMuOb34Ps315VX,,,,,3.1B-5,,
#N/A,,_bflop30LSfqNRwIeplwan,,,,,3.1B-6,,
#N/A,,_lrrDvMP2hXeYIAZPhYxgw,,,,,3.1B-7,,
#N/A,,_MvGyCpM2wLfNeobmBX9fx,,,,,3.1B-8,,
#N/A,,_l0GlFYk1xrb6LLW7wdROR,,,,HWI - 2.2 Amplitude and Vertical Shift,,,
#N/A,,_D9CIutrpg7gfOSxajlO1k,,,,,from TR-Graphs,,
#N/A,,_baO7z3AVDRZhcVHnExc2e,,,,,,Link to 1. TR-Graphs - amplitude of a*sin x,
#N/A,,_XJxhNVUVnziPfjz7zphFl,,,,,,Link to 2. TR-Graphs - amplitude of a*cos x,
#N/A,,_sQLVX7nVVKxr4me4aR75D,,,,,,Link to 3. TR-Graphs - amplitude of a*sin(x) +b,
#N/A,,_SPvGybAcyobNayaXQnIMH,,,,,,Link to 4. TR-Graphs - amplitude of a*cos(x) + b,
#N/A,,_wdITTXprnazq7sfAbejU5,,,,,,Link to 5. TR-Graphs - find amplitude and vertical shift of sine function,
#N/A,,_IQT8bigoGjszBMJJl6trR,,,,,,Link to 6. TR-Graphs - find amplitude and vertical shift of cosine function,
#N/A,,_e79uWJ1MHeVmHe1n2X4Bx,,,,HWI - 2.3A Wavelength Part 1,,,
#N/A,,_rMlGKFAYLEazpETwhhEuw,,,,,from TR-Graphs,,
#N/A,,_IpMYhLFJg7XAl7Q22AYTr,,,,,,Link to 7. TR-Graphs - find wavelength and amplitude - sin,
#N/A,,_RlTXRKyTQNEDVMNhLF8gg,,,,,,Link to 8. TR-Graphs - find wavelength and amplitude - cos,
#N/A,,_0AMKusPHeCcLsjRvlP2UA,,,,,,"Link to 9. TR-Graphs - find A,B,D sin",
#N/A,,_mJOzWojU1aMHK8ZwSZvzl,,,,,,"Link to 10. TR-Graphs - find A,B,D cos",
#N/A,,_QyKNZRjUcJ5HAu9MqEdKi,,,,HWI - 2.3B Wavelength Part 2,,,
#N/A,,_9ozyFAscuygAKvJxGui9K,,,,,select 1 without replacement,,
#N/A,,_oQCUgvdARZZeWPvsYP4GM,,,,,,one of the TR0105,
#N/A,,_pEBk8oxG4UFpuYZulirbT,,,,,,,Link to 11. TR-Graphs - find equation of given sin curve
#N/A,,_Fcf1lbCy1sDHTDzBzzhqe,,,,,,,Link to 12. TR-Graphs - find equation of given sin curve
#N/A,,_3yDqBoMhGUx5kjTjIuD0t,,,,,select 1 without replacement,,
#N/A,,_Ja7TFTvyV4BEcSTvxJg6l,,,,,,one of the TR0106,
#N/A,,_WfZo1Qk009p1wgJ0h40iJ,,,,,,,Link to 13. TR-Graphs - find equation of given cosine curve
#N/A,,_ld6Ne252ToAUl7DWjNEfo,,,,,,,Link to 14. TR-Graphs - find equation of given cosine curve
#N/A,,_sOSfYhHMeyASFK76Ek8Ns,,,,,select 1 without replacement,,
#N/A,,_dLSSAyqfWLhzF6ea8EiuI,,,,,,one of the TR0107,
#N/A,,_YARLWO2syDmhOYtu9wd3a,,,,,,,Link to 15. TR-Graphs - find equation from graph - sin or cos
#N/A,,_etmCzNoPoazotuioAi13o,,,,,,,Link to 16. TR-Graphs - find equation from graph - sin or cos
#N/A,,_LEAfPAJ6rvd48jbwVc9aa,,,,,TR1011 and 1012,,
#N/A,,_0AuL7JPgQLlEiycMH9IFL,,,,,,Link to 17. TR-Graphs - determine wavelength from equation - sin,
#N/A,,_3vrVyxrrRev4Fy0Dmgc4y,,,,,,Link to 18. TR-Graphs - determine wavelength from equation - cos,
#N/A,,_nanwofA3YI8hwqbI6KFBW,,,,"HWI - 1.7B Given cot, csc or sec",,,
#N/A,,_9YNeq2WVEwAppfV79pBgE,,,,,"TR-basics #76, 77, 78",,
#N/A,,_dCB6kmZ4JGDEgZ8AA4QOf,,,,,,"Link to 76. TR-Basics - given cot and Quad I, find other ratios",
#N/A,,_wz2MT6DrbsL8HtD41kSeZ,,,,,,"Link to 77. TR-Basics - given sec and quad I, find other ratios",
#N/A,,_FSc9gQWzsVmL8nDc6oYuQ,,,,,,"Link to 78. TR-Basics - given csc and quad I, find other ratios",
#N/A,,_ubo30tvhDOLzDRQlgLfjn,,,,HWI - 3.2A Values of tan,,,
#N/A,,_ni2Gfma4naTlz36smwEJa,,,,,TR-Basics #95-101,,
#N/A,,_FoutaAWonzD3tZxEvynv1,,,,,,Link to 95. TR-Basics - tan of neg Q4 angle in radians,
#N/A,,_UlbkpI4TzrgzUIwr6xnbb,,,,,,Link to 96. TR-Basics - tan of Q1 angle in radians,
#N/A,,_sAQvl6W9VUCaU03j0U8ms,,,,,,Link to 97. TR-Basics - tan of Q2 angle in radians,
#N/A,,_zbVQ9S9SwNvQf8sMh2Y6a,,,,,,Link to 98. TR-Basics - tan of pos Q3 angle in radians,
#N/A,,_TD40q5OHq1p4isOy2Tv8H,,,,,,Link to 99. TR-Basics - tan of pos Q4 angle in radians,
#N/A,,_44JUEJoeQIaokcAyHIVdW,,,,,,Link to 100. TR-Basics - fill-in tan any angle degrees,
