Webwork Section,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,,_c9fRLoqMNBPUHmvoigYu3,,,18. TR-Vectors - a turning boat,,,,
#N/A,,_pRTtB8gk7umX6snXXn7rn,,,19. TR-Vectors - boat with current,,,,
#N/A,,_hIViW0m9UuteE7z2Ekp3N,,,20. TR-Vectors - plane with wind,,,,
#N/A,,_kfpT8lo94Ecz3QqocZR5Y,,,21. TR-Vectors,,,,
#N/A,,_Qg8fpZMNnyzhHDYTAB51G,,,22. TR-Vectors,,,,
#N/A,,_MKCZ7MFyW00vmkCHv988F,,,23. TR-Vectors,,,,
#N/A,,_mxHiBiSGuYRZsf7VyOg0Z,,,24a. TR-Vectors - simplify (a + bi)^3,,,,
#N/A,,_j70pLwJmxdmBm1lEcaDwj,,,24b. TR-Vectors - simplify (a + bi)^4,,,,
#N/A,,_vxEMoLkz5qGGIF6DL0mJ0,,,24c. TR-Vectors - simplify (a + bi)^5,,,,
#N/A,,_LYKPX2PzVKmXacnuJtjDS,,,24d. TR-Vectors - simplify (a + bi)^6,,,,
#N/A,,_IkKlpXBpB8ks0gVGFAsUE,,,25. TR-Vectors,,,,
#N/A,,_7gziWDFCjcKQeh9ViaZ6D,,,26. TR-Vectors,,,,
#N/A,,_DSMhmrHDFKCBFKAAfyYs7,,,27. TR-Vectors,,,,
#N/A,,_6mLSJfDWAf6N7BEHbeAYw,,,temp,,,,
#N/A,,_eWAGSfsKiCXubTTDTshOq,,BA-Factoring,,,,,
#N/A,,_3jtnI1Bf7cekZpF8tGt49,,,1. BA-Factoring - factor GCF,,,,
#N/A,,_xYRtGcq0dUsxd5n30ldag,,This is one activitu,,,,,
#N/A,,_c6vyQojAvsEDdKpTf3sCS,,,my page 1,,,,
#N/A,,_dQXay6XlKQJFcGu33jESu,,,pg 2,,,,
